Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-01-02 00:00:00-05:00,1.8018195012636944,1.8262814743396873,1.7643606662750244,1.7643606662750244,43641600,0.0,0.0
2004-01-05 00:00:00-05:00,1.7911166837339565,1.833926418275962,1.7750631016282552,1.8216946125030518,57529200,0.0,0.0
2004-01-06 00:00:00-05:00,1.816343471696963,1.9210739958211376,1.8079340994970252,1.8958470821380615,109334400,0.0,0.0
2004-01-07 00:00:00-05:00,1.8744414124343756,1.921837854960059,1.8614461957337218,1.9126644134521484,67303200,0.0,0.0
2004-01-08 00:00:00-05:00,1.9363622268346314,1.9455356690005747,1.9011976932666852,1.9195445775985718,43375200,0.0,0.0
2004-01-09 00:00:00-05:00,1.906549041793695,1.9707633744167872,1.8912606231895324,1.9470654726028442,76658400,0.0,0.0
2004-01-12 00:00:00-05:00,1.9539452956318764,1.9753495581928424,1.935598191218125,1.969234585762024,54198000,0.0,0.0
2004-01-13 00:00:00-05:00,1.9592963578186287,1.9784083011826032,1.8469216127360417,1.8675616979599,86580000,0.0,0.0
2004-01-14 00:00:00-05:00,1.876735206635334,1.9034913564955847,1.8362196572258271,1.8538014888763428,54487200,0.0,0.0
2004-01-15 00:00:00-05:00,1.8400414140158114,1.8721485786177274,1.8071702878199385,1.8568601608276367,60920400,0.0,0.0
2004-01-16 00:00:00-05:00,1.8759710287495939,1.9011979433462043,1.8583881035164607,1.8851444721221924,45172800,0.0,0.0
2004-01-20 00:00:00-05:00,1.9080777412606724,1.9409490786838137,1.8866734800615925,1.9378914833068848,48776400,0.0,0.0
2004-01-21 00:00:00-05:00,1.9218382061805996,1.9294824140993758,1.845393065022911,1.8484506607055664,49446000,0.0,0.0
2004-01-22 00:00:00-05:00,1.8583881828643916,1.8882019297763348,1.7834723815925702,1.8056409358978271,60572400,0.0,0.0
2004-01-23 00:00:00-05:00,1.796467632809912,1.832397230423739,1.7613029810053498,1.7651256322860718,48247200,0.0,0.0
2004-01-26 00:00:00-05:00,1.7765923102075476,1.8423347795177847,1.7628321440490424,1.8346905708312988,39368400,0.0,0.0
2004-01-27 00:00:00-05:00,1.7979963501778293,1.8270459107367518,1.7161994443655455,1.7299596071243286,93410400,0.0,0.0
2004-01-28 00:00:00-05:00,1.7521291773553453,1.7796496145179164,1.7161995871066926,1.7253730297088623,61520400,0.0,0.0
2004-01-29 00:00:00-05:00,1.7307250763205304,1.7391334652273889,1.6168210968080197,1.6749192476272583,92970000,0.0,0.0
2004-01-30 00:00:00-05:00,1.6710976536108677,1.739133541067326,1.6611591540146002,1.7009114027023315,46646400,0.0,0.0
2004-02-02 00:00:00-05:00,1.7146716535415016,1.76206723866842,1.697088944121128,1.7284318208694458,56084400,0.0,0.0
2004-02-03 00:00:00-05:00,1.7238449142987742,1.753658661669553,1.699382069149319,1.722315788269043,41803200,0.0,0.0
2004-02-04 00:00:00-05:00,1.6978527559881735,1.711612920329764,1.6733907883834505,1.6756840944290161,43680000,0.0,0.0
2004-02-05 00:00:00-05:00,1.6848578202632165,1.7200224718848287,1.6741552497103336,1.7009114027023315,33198000,0.0,0.0
2004-02-06 00:00:00-05:00,1.7230801612714706,1.7643607754394168,1.7139067157577264,1.7398988008499146,47113200,0.0,0.0
2004-02-09 00:00:00-05:00,1.7528935214234345,1.78117890688335,1.7269024263551194,1.7276664972305298,37399200,0.0,0.0
2004-02-10 00:00:00-05:00,1.7330184519780851,1.7926459499460947,1.732253396819474,1.791116714477539,50970000,0.0,0.0
2004-02-11 00:00:00-05:00,1.8140501196900896,1.85991733649593,1.8079341627144314,1.8538014888763428,73780800,0.0,0.0
2004-02-12 00:00:00-05:00,1.8438644680516811,1.8538020948847156,1.7697127166988567,1.797997236251831,97489200,0.0,0.0
2004-02-13 00:00:00-05:00,1.7506002666613194,1.8262813461908334,1.7353118489603592,1.7811790704727173,174750000,0.0,0.0
2004-02-17 00:00:00-05:00,1.788059365248176,1.806406255462734,1.7635965168938235,1.8010544776916504,57597600,0.0,0.0
2004-02-18 00:00:00-05:00,1.806406255462734,1.8155797005700132,1.7888235456168866,1.8010544776916504,32024400,0.0,0.0
2004-02-19 00:00:00-05:00,1.8232231144406275,1.8553302676607057,1.7964669711638224,1.800289511680603,63103200,0.0,0.0
2004-02-20 00:00:00-05:00,1.7972326625265826,1.8499799128767398,1.7872941630193369,1.8453933000564575,61812000,0.0,0.0
2004-02-23 00:00:00-05:00,1.8423348190421176,1.8453932899461007,1.7567162242645467,1.7811790704727173,85333200,0.0,0.0
2004-02-24 00:00:00-05:00,1.750599995467625,1.7727695318438312,1.6909726167387176,1.7100845575332642,70838400,0.0,0.0
2004-02-25 00:00:00-05:00,1.7207867395174314,1.7528937966688243,1.7016756693651587,1.7200225591659546,65251200,0.0,0.0
2004-02-26 00:00:00-05:00,1.7452488663475902,1.7483063519830566,1.7100842274682941,1.7314887046813965,34497600,0.0,0.0
2004-02-27 00:00:00-05:00,1.735311874011245,1.7368401252805594,1.6749193206669488,1.7009114027023315,59554800,0.0,0.0
2004-03-01 00:00:00-05:00,1.6963244884226147,1.7291957205356943,1.6940311822515859,1.7261382341384888,50662800,0.0,0.0
2004-03-02 00:00:00-05:00,1.728431841017299,1.7406628822947563,1.6871513385522707,1.6940314769744873,81334800,0.0,0.0
2004-03-03 00:00:00-05:00,1.689443982671286,1.689443982671286,1.644340849318135,1.671861171722412,55249200,0.0,0.0
2004-03-04 00:00:00-05:00,1.6886789839294696,1.711612697536334,1.6749188213789816,1.7085551023483276,41335200,0.0,0.0
2004-03-05 00:00:00-05:00,1.6703325062673517,1.7353117782430276,1.6642175331180604,1.6963245868682861,35488800,0.0,0.0
2004-03-08 00:00:00-05:00,1.697088430086568,1.7200220353534021,1.6244649639953974,1.6374609470367432,46516800,0.0,0.0
2004-03-09 00:00:00-05:00,1.6512213588071232,1.6527505941233236,1.5984740040736585,1.6259944438934326,37123200,0.0,0.0
2004-03-10 00:00:00-05:00,1.6366970571857764,1.6542788883754431,1.5908297322261236,1.6022965908050537,48169200,0.0,0.0
2004-03-11 00:00:00-05:00,1.5808909648364293,1.637460849182175,1.5808909648364293,1.5900644063949585,52687200,0.0,0.0
2004-03-12 00:00:00-05:00,1.6114705200928683,1.6435775807018078,1.5938876993940003,1.6237014532089233,37795200,0.0,0.0
2004-03-15 00:00:00-05:00,1.613763434896271,1.6206435723193056,1.5770696602562853,1.5870072841644287,42122400,0.0,0.0
2004-03-16 00:00:00-05:00,1.6068835595654507,1.6626884070778918,1.5961808795432628,1.6550441980361938,59750400,0.0,0.0
2004-03-17 00:00:00-05:00,1.6817993359992789,1.7116130829161023,1.6749191984969058,1.6955595016479492,52459200,0.0,0.0
2004-03-18 00:00:00-05:00,1.6863858708914692,1.735311555020415,1.6817991495171662,1.71467125415802,52804800,0.0,0.0
2004-03-19 00:00:00-05:00,1.7054975696894457,1.7230793976740535,1.6848572717523975,1.6947948932647705,45296400,0.0,0.0
2004-03-22 00:00:00-05:00,1.6688041823569038,1.6947952776204631,1.6435771579744947,1.681799292564392,57670800,0.0,0.0
2004-03-23 00:00:00-05:00,1.704732918516385,1.7230798057584675,1.6695683793706155,1.6886793375015259,57603600,0.0,0.0
2004-03-24 00:00:00-05:00,1.6856220945212372,1.7926460563175288,1.681799552403444,1.7643606662750244,78734400,0.0,0.0
2004-03-25 00:00:00-05:00,1.7842361257316885,1.875970650308041,1.7811785306031096,1.8667972087860107,99712800,0.0,0.0
2004-03-26 00:00:00-05:00,1.861446738243103,1.8904954313706723,1.8362198214221146,1.861446738243103,55160400,0.0,0.0
2004-03-29 00:00:00-05:00,1.888202002380974,1.9669414418665254,1.8843804448134043,1.9417145252227783,98576400,0.0,0.0
2004-03-30 00:00:00-05:00,1.9287184835014837,2.008986285786992,1.9271892480379704,1.9998128414154053,72495600,0.0,0.0
2004-03-31 00:00:00-05:00,2.0097496520008864,2.0395631700977943,1.999047851349451,2.0181589126586914,60475200,0.0,0.0
2004-04-01 00:00:00-05:00,2.0204526943251735,2.061733075414388,1.9317756477962786,1.982229471206665,131950800,0.0,0.0
2004-04-02 00:00:00-05:00,2.025803628484932,2.038799722098502,1.9646477794746624,2.0105152130126953,64974000,0.0,0.0
2004-04-05 00:00:00-04:00,1.9998121705926413,2.0907824034857665,1.9998121705926413,2.0823731422424316,57674400,0.0,0.0
2004-04-06 00:00:00-04:00,2.0410926420135023,2.055617094037947,1.9875812267081567,1.9982830286026,62409600,0.0,0.0
2004-04-07 00:00:00-04:00,2.0135725850743955,2.0143367652628266,1.9524160800746018,1.987581491470337,44786400,0.0,0.0
2004-04-08 00:00:00-04:00,2.0319188408881588,2.064025990589223,2.0166295553451272,2.044149875640869,44709600,0.0,0.0
2004-04-12 00:00:00-04:00,2.0602041227717303,2.069377566350693,1.9936966021462152,2.0059285163879395,44378400,0.0,0.0
2004-04-13 00:00:00-04:00,2.02427538608365,2.025803746553259,1.9493586027668317,1.9592962265014648,44270400,0.0,0.0
2004-04-14 00:00:00-04:00,1.949358464850406,2.0059283571652675,1.927188928548053,1.969234585762024,51201600,0.0,0.0
2004-04-15 00:00:00-04:00,1.9424785788113645,1.950887842093668,1.8576241715855555,1.8660334348678589,82808400,0.0,0.0
2004-04-16 00:00:00-04:00,1.8583881102757593,1.8591533840634584,1.8010541436665202,1.804876685142517,65486400,0.0,0.0
2004-04-19 00:00:00-04:00,1.8033471691635523,1.815579081270801,1.7704759421318343,1.80258309841156,52280400,0.0,0.0
2004-04-20 00:00:00-04:00,1.8071700987599582,1.8270462208533975,1.7253731790637419,1.7261382341384888,51380400,0.0,0.0
2004-04-21 00:00:00-04:00,1.733018543312094,1.7888235023301788,1.7154358338917204,1.7284318208694458,68881200,0.0,0.0
2004-04-22 00:00:00-04:00,1.7123778957791373,1.7674185505874604,1.6764481966997156,1.7383689880371094,69552000,0.0,0.0
2004-04-23 00:00:00-04:00,1.7597739636854675,1.806406244147197,1.7544230607966358,1.776592493057251,44392800,0.0,0.0
2004-04-26 00:00:00-04:00,1.7804142856077643,1.7880594798236031,1.702439997199449,1.707026720046997,42991200,0.0,0.0
2004-04-27 00:00:00-04:00,1.7269026123569144,1.7727698345969574,1.6863861832985831,1.6925021409988403,49456800,0.0,0.0
2004-04-28 00:00:00-04:00,1.6932659462058686,1.719258024199053,1.672625754115279,1.685621738433838,46876800,0.0,0.0
2004-04-29 00:00:00-04:00,1.6756839318198953,1.6871507890031712,1.6168207389028169,1.6389901638031006,64504800,0.0,0.0
2004-04-30 00:00:00-04:00,1.6298171207309309,1.6397547452777854,1.5625445400974327,1.5686604976654053,51292800,0.0,0.0
2004-05-03 00:00:00-04:00,1.5854776640894988,1.6015312412769889,1.5212634646955872,1.5487838983535767,61066800,0.0,0.0
2004-05-04 00:00:00-04:00,1.5709539125638154,1.6672751931940326,1.5671313704722387,1.6473990678787231,77238000,0.0,0.0
2004-05-05 00:00:00-04:00,1.64892787155249,1.6756840188444195,1.6351677078315754,1.661158800125122,46428000,0.0,0.0
2004-05-06 00:00:00-04:00,1.6443414289126133,1.6879153427562592,1.6091767788244569,1.6749192476272583,71134800,0.0,0.0
2004-05-07 00:00:00-04:00,1.7238447989035968,1.755951959779507,1.6787417626641223,1.6879152059555054,95677200,0.0,0.0
2004-05-10 00:00:00-04:00,1.6428120617059656,1.6603947680856972,1.586243041476439,1.6221717596054077,66907200,0.0,0.0
2004-05-11 00:00:00-04:00,1.6428120628767033,1.6779775850172973,1.635931925719591,1.6619240045547485,39993600,0.0,0.0
2004-05-12 00:00:00-04:00,1.6527503268093986,1.6550437419884756,1.581656096598831,1.6389901638031006,48232800,0.0,0.0
2004-05-13 00:00:00-04:00,1.625230399998219,1.6741552173257874,1.6206436778694941,1.6443414688110352,34795200,0.0,0.0
2004-05-14 00:00:00-04:00,1.6512214973260817,1.680271065542917,1.6359320954954208,1.6443414688110352,45900000,0.0,0.0
2004-05-17 00:00:00-04:00,1.6206439219166182,1.6420483003389668,1.5938876560569717,1.6183505058288574,30834000,0.0,0.0
